,Unnamed: 0,raw_text,aspectTerms
0,0,I liked the aluminum body.,"[{'term': 'aluminum body', 'polarity': 'positive'}]"
1,1,Lightweight and the screen is beautiful!,"[{'term': 'screen', 'polarity': 'positive'}]"
2,2,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.","[{'term': 'build quality', 'polarity': 'negative'}, {'term': 'performance', 'polarity': 'negative'}]"
3,3,It was truly a great computer costing less than one thousand bucks before tax.,"[{'term': 'costing', 'polarity': 'positive'}]"
4,4,Boots up fast and runs great!,"[{'term': 'Boots up', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]"
5,5,"Call tech support, standard email the form and fax it back in to us.","[{'term': 'tech support', 'polarity': 'neutral'}]"
6,6,The service I received from Toshiba went above and beyond the call of duty.,"[{'term': 'service', 'polarity': 'positive'}]"
7,7,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[{'term': 'internet speed', 'polarity': 'positive'}]"
8,8,The screen shows great colors.,"[{'term': 'screen', 'polarity': 'positive'}]"
9,9,"The battery life has not decreased since I bought it, so i'm thrilled with that.","[{'term': 'battery life', 'polarity': 'positive'}]"
10,10,The price and features more than met my needs.,"[{'term': 'price', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}]"
11,11,the mouse buttons are hard to push.,"[{'term': 'mouse buttons', 'polarity': 'negative'}]"
12,12,This is the complete opposite to an ergonomic design.,"[{'term': 'design', 'polarity': 'negative'}]"
13,13,The technical service for dell is so 3rd world it might as well not even bother.,"[{'term': 'technical service', 'polarity': 'negative'}]"
14,14,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,"[{'term': 'built in camera', 'polarity': 'positive'}]"
15,15,Keyboard good sized and wasy to use.,"[{'term': 'Keyboard', 'polarity': 'positive'}]"
16,16,Great wifi too.,"[{'term': 'wifi', 'polarity': 'positive'}]"
17,17,Games being the main issue.,"[{'term': 'Games', 'polarity': 'negative'}]"
18,18,The price is another driving influence that made me purchase this laptop.,"[{'term': 'price', 'polarity': 'positive'}]"
19,19,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,"[{'term': 'price tag', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'updates', 'polarity': 'positive'}]"
20,20,It's a great product for a great price!,"[{'term': 'price', 'polarity': 'positive'}]"
21,21,Excellent speed for processing data.,"[{'term': 'speed', 'polarity': 'positive'}]"
22,22,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[{'term': 'twin packing', 'polarity': 'positive'}, {'term': 'functions', 'polarity': 'positive'}]"
23,23,The switchable graphic card is pretty sweet when you want gaming on the laptop.,"[{'term': 'switchable graphic card', 'polarity': 'positive'}, {'term': 'gaming', 'polarity': 'neutral'}]"
24,24,I would like at least a 4 hr. battery life.,"[{'term': 'battery life', 'polarity': 'neutral'}]"
25,25,It has good speed and plenty of hard drive space.,"[{'term': 'speed', 'polarity': 'positive'}, {'term': 'hard drive space', 'polarity': 'positive'}]"
26,26,"The driver updates don't fix the issue, very frustrating.","[{'term': 'driver updates', 'polarity': 'negative'}]"
27,27,Im glad that it has such great features in it.,"[{'term': 'features', 'polarity': 'positive'}]"
28,28,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[{'term': 'performance', 'polarity': 'positive'}]"
29,29,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,"[{'term': 'GarageBand', 'polarity': 'neutral'}]"
30,30,and looks very sexyy:D really the mac book pro is the best laptop specially for students in college if you are not caring about price.,"[{'term': 'price', 'polarity': 'negative'}]"
31,31,"Also, the extended warranty was a problem.","[{'term': 'extended warranty', 'polarity': 'negative'}]"
32,32,"My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.","[{'term': 'support', 'polarity': 'negative'}]"
33,33,I also liked the glass screen.,"[{'term': 'glass screen', 'polarity': 'positive'}]"
34,34,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.","[{'term': 'technical support', 'polarity': 'negative'}]"
35,35,"(Beware, their staff could send you back making you feel that only they know what a computer is.","[{'term': 'staff', 'polarity': 'negative'}]"
36,36,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,"[{'term': 'programs', 'polarity': 'negative'}]"
37,37,"Wireless has not been a issue for me, like some others have meantioned.","[{'term': 'Wireless', 'polarity': 'positive'}]"
38,38,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.","[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'background programs', 'polarity': 'negative'}]"
39,39,All for such a great price.,"[{'term': 'price', 'polarity': 'positive'}]"
40,1222,The resolution on the screen is almost pure HD.,"[{'term': 'resolution on the screen', 'polarity': 'positive'}]"
41,1223,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.","[{'term': 'programs', 'polarity': 'neutral'}, {'term': 'iLife', 'polarity': 'neutral'}, {'term': 'iWork', 'polarity': 'neutral'}]"
42,1224,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.","[{'term': 'gaming', 'polarity': 'negative'}]"
43,1225,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased","[{'term': 'delivery', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}]"
44,1226,The Internet Explorer was very slow from the very beginning.,"[{'term': 'Internet Explorer', 'polarity': 'negative'}]"
45,1227,The AC power port becomes loose over time,"[{'term': 'AC power port', 'polarity': 'negative'}]"
46,1228,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.","[{'term': 'running system', 'polarity': 'positive'}]"
47,1229,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.","[{'term': 'programs', 'polarity': 'negative'}]"
48,1230,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,"[{'term': 'power supply', 'polarity': 'positive'}, {'term': 'power supply', 'polarity': 'negative'}]"
49,1231,Enjoy that Toshib force and durability unparalleled,"[{'term': 'force', 'polarity': 'positive'}, {'term': 'durability', 'polarity': 'positive'}]"
50,1232,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,"[{'term': 'Vista Business', 'polarity': 'positive'}]"
51,1233,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.","[{'term': 'surf the web', 'polarity': 'neutral'}]"
52,1234,"We love the size of the screen, although it is still lightweight and very easy to tote around.","[{'term': 'size of the screen', 'polarity': 'positive'}, {'term': 'tote', 'polarity': 'positive'}]"
53,1235,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"[{'term': 'work', 'polarity': 'negative'}]"
54,1236,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","[{'term': 'use', 'polarity': 'positive'}]"
55,1237,  the battery is irreplaceable.,"[{'term': 'battery', 'polarity': 'negative'}]"
56,1238,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.","[{'term': 'Win 7', 'polarity': 'positive'}, {'term': '2GB stick of memory', 'polarity': 'positive'}]"
57,1239,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.","[{'term': 'Norton', 'polarity': 'negative'}]"
58,1240,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.","[{'term': 'internet', 'polarity': 'negative'}, {'term': 'command prompt', 'polarity': 'negative'}]"
59,1241,It's software and speed enable it to do amazing things.,"[{'term': 'software', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}]"
60,1242,Could not keep up with me and finally the hard drive went out.,"[{'term': 'hard drive', 'polarity': 'negative'}]"
61,1243,"I am most impressed with the programming, including the iPhoto.","[{'term': 'programming', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}]"
62,1244,Speakers too small to be of any real use.,"[{'term': 'Speakers', 'polarity': 'negative'}]"
63,1245,"I upgraded it's RAM to 2GB, I am very happy with it.","[{'term': 'RAM', 'polarity': 'positive'}]"
64,1246,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,"[{'term': 'speakers', 'polarity': 'positive'}]"
65,1247,They should have included more memory on their computers if they knew Vista would run slowly.,"[{'term': 'memory', 'polarity': 'negative'}, {'term': 'Vista', 'polarity': 'negative'}]"
66,1248,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,"[{'term': 'Battery life', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'positive'}]"
67,1249,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","[{'term': 'battery', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}]"
68,1250,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"[{'term': 'warrenty', 'polarity': 'neutral'}, {'term': 'hard drive', 'polarity': 'negative'}]"
69,1251,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.","[{'term': 'Windows 7 Starter', 'polarity': 'positive'}]"
70,1252,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,"[{'term': 'icon list', 'polarity': 'positive'}, {'term': 'desktop icons', 'polarity': 'negative'}]"
71,1253,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,"[{'term': 'warranty', 'polarity': 'negative'}]"
72,1254,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","[{'term': 'price', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'built', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]"
73,1255,"The apple care has never failed me, and I expect it to be the same for this computer as well.","[{'term': 'apple care', 'polarity': 'positive'}]"
74,1256,The Toshiba laptop I am using is easier to use than most I have tried.,"[{'term': 'use', 'polarity': 'positive'}]"
75,1257,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.","[{'term': 'warranty', 'polarity': 'neutral'}]"
76,1258,So we exchanged it for the same on and after 2 hours it didn't work.,"[{'term': 'work', 'polarity': 'negative'}]"
77,1259,"I love the size, keyboard, the functions.","[{'term': 'size', 'polarity': 'positive'}, {'term': 'keyboard', 'polarity': 'positive'}, {'term': 'functions', 'polarity': 'positive'}]"
78,1260,the mouse is way way way to sensitve.,"[{'term': 'mouse', 'polarity': 'negative'}]"
79,1261,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"[{'term': 'OS', 'polarity': 'positive'}, {'term': 'run', 'polarity': 'positive'}]"
80,1262,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.","[{'term': 'screen', 'polarity': 'negative'}]"
81,1263,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.","[{'term': 'delivery service', 'polarity': 'negative'}]"
82,1264,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.","[{'term': 'performance', 'polarity': 'positive'}, {'term': 'picture quality', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
83,1265,the i3 processor doesn't seem to run hot and the fan rarely turns on.,"[{'term': 'i3 processor', 'polarity': 'positive'}, {'term': 'fan', 'polarity': 'positive'}]"
84,1266,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","[{'term': 'battery', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}]"
85,1267,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.","[{'term': 'mousepad', 'polarity': 'neutral'}, {'term': 'keys', 'polarity': 'neutral'}, {'term': 'casing', 'polarity': 'neutral'}]"
86,1268,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,"[{'term': 'operating system', 'polarity': 'neutral'}]"
87,1269,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.","[{'term': 'resolution of the screen', 'polarity': 'negative'}]"
88,1270,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.","[{'term': 'touchpad', 'polarity': 'negative'}]"
89,1271,very convenient when you travel and the battery life is excellent...,"[{'term': 'battery life', 'polarity': 'positive'}]"
90,1272,  The machine is slow to boot up and occasionally crashes completely.,"[{'term': 'boot up', 'polarity': 'negative'}]"
91,1273,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,"[{'term': 'charge', 'polarity': 'positive'}]"
92,1274,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,"[{'term': 'OS', 'polarity': 'neutral'}]"
93,1275,the screen brightness automatically adjusts.,"[{'term': 'screen brightness', 'polarity': 'neutral'}]"
94,1276,I especially like the backlit keyboard.,"[{'term': 'backlit keyboard', 'polarity': 'positive'}]"
95,1277,"Besides the great look, it is a great machine.","[{'term': 'look', 'polarity': 'positive'}]"
96,1278,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","[{'term': 'cost', 'polarity': 'negative'}]"
97,1279,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.","[{'term': 'sound', 'polarity': 'negative'}]"
98,1280,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),"[{'term': 'SATA controller', 'polarity': 'neutral'}, {'term': 'motherboard chip', 'polarity': 'neutral'}, {'term': 'CPU', 'polarity': 'neutral'}, {'term': 'hard drive', 'polarity': 'neutral'}]"
99,1281,The buttons you have to press a little harder than most.,"[{'term': 'buttons', 'polarity': 'negative'}]"
100,1282,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.","[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'battery', 'polarity': 'neutral'}, {'term': 'battery', 'polarity': 'negative'}]"
101,1283,Right size and weight for portability.,"[{'term': 'size', 'polarity': 'positive'}, {'term': 'weight', 'polarity': 'positive'}, {'term': 'portability', 'polarity': 'positive'}]"
102,1284,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.","[{'term': 'Windows Vista Home Premium', 'polarity': 'neutral'}, {'term': '1GB of RAM', 'polarity': 'negative'}]"
103,1285,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"[{'term': 'display', 'polarity': 'negative'}, {'term': 'brightness', 'polarity': 'neutral'}]"
104,1286,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,"[{'term': 'electronic fuzz sound', 'polarity': 'negative'}, {'term': 'headphone jack', 'polarity': 'negative'}]"
105,1287,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.","[{'term': 'keyboard', 'polarity': 'neutral'}]"
106,1288,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.","[{'term': 'quality', 'polarity': 'positive'}]"
107,1289,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.","[{'term': 'warranty', 'polarity': 'neutral'}]"
108,1290,Was searching online for a power supply when I found this site.,"[{'term': 'power supply', 'polarity': 'neutral'}]"
109,1291,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.","[{'term': 'gaming', 'polarity': 'neutral'}, {'term': 'graphics editing', 'polarity': 'neutral'}, {'term': 'complex data analysis', 'polarity': 'neutral'}]"
110,1292,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,"[{'term': 'costs', 'polarity': 'negative'}]"
111,1293,(No problem with the ordering or shipping by the way.,"[{'term': 'shipping', 'polarity': 'positive'}]"
112,1294,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"[{'term': 'ram', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'surf the web', 'polarity': 'positive'}]"
113,1295,The one thing I wish it had was a detailed hardcopy manuel.,"[{'term': 'hardcopy manuel', 'polarity': 'negative'}]"
114,1296,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.","[{'term': 'drive', 'polarity': 'negative'}]"
115,1297,"Fast, great visual!","[{'term': 'visual', 'polarity': 'positive'}]"
116,1298,It's priced very reasonable and works very well right out of the box.,"[{'term': 'priced', 'polarity': 'positive'}, {'term': 'works', 'polarity': 'positive'}]"
117,1299,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,"[{'term': 'OS', 'polarity': 'neutral'}]"
118,1300,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","[{'term': 'keyboard', 'polarity': 'positive'}, {'term': 'plate', 'polarity': 'negative'}, {'term': 'mouse command buttons', 'polarity': 'negative'}]"
119,1301,There are so many wonderful features and benefits to the new MacBook!,"[{'term': 'features', 'polarity': 'positive'}]"
120,1302,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,"[{'term': 'speeds', 'polarity': 'positive'}]"
121,1303,The only thing i can say is that the touch pad doesnt work like it should all the time.,"[{'term': 'touch pad', 'polarity': 'negative'}]"
122,1304,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","[{'term': 'size', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}, {'term': 'lighted keyboard', 'polarity': 'positive'}, {'term': 'mouse pad', 'polarity': 'positive'}]"
123,1305,Battery life needs more life.,"[{'term': 'Battery life', 'polarity': 'negative'}]"
124,1306,For some odd reasons the computer doesn't reconize the operation system.,"[{'term': 'operation system', 'polarity': 'negative'}]"
125,1307,The trackpad was easy to learn and navigate.,"[{'term': 'trackpad', 'polarity': 'positive'}]"
126,1308,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.","[{'term': 'Applications', 'polarity': 'positive'}]"
127,1309,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,"[{'term': 'hard drive', 'polarity': 'negative'}]"
128,1310,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,"[{'term': 'Windows', 'polarity': 'neutral'}, {'term': 'Warrenty', 'polarity': 'neutral'}, {'term': 'agents', 'polarity': 'negative'}]"
129,1311,Even though the computer is larger they did not make the keyboard larger.,"[{'term': 'keyboard', 'polarity': 'negative'}]"
130,1312,We paid for the three year warranty and the extended warranty after that one ended as well.,"[{'term': 'three year warranty', 'polarity': 'neutral'}, {'term': 'extended warranty', 'polarity': 'neutral'}]"
131,1313,"Its not just slow on the internet, its slow in general.","[{'term': 'internet', 'polarity': 'negative'}]"
132,1314,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"[{'term': 'RAM', 'polarity': 'positive'}, {'term': 'memory', 'polarity': 'positive'}]"
133,1315,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","[{'term': 'Nvidia grafics card', 'polarity': 'negative'}]"
134,1316,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,"[{'term': 'work', 'polarity': 'negative'}]"
135,1317,The resolution is even higher then any other laptop on the market.,"[{'term': 'resolution', 'polarity': 'positive'}]"
136,1318,"Then just the other day, my left ""mouse"" button snapped!","[{'term': 'left ""mouse"" button', 'polarity': 'negative'}]"
137,1319,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"[{'term': 'keyboard', 'polarity': 'positive'}, {'term': 'feature', 'polarity': 'positive'}, {'term': 'type', 'polarity': 'positive'}]"
138,1320,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","[{'term': 'casing', 'polarity': 'negative'}, {'term': '15""', 'polarity': 'neutral'}, {'term': '17""', 'polarity': 'neutral'}]"
139,1321,The feel of this machine compared to the old MacBook is far superior.,"[{'term': 'feel', 'polarity': 'positive'}]"
140,1322,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.","[{'term': 'hard disc', 'polarity': 'negative'}]"
141,1323,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.","[{'term': 'virus protection programs for a Mac', 'polarity': 'negative'}]"
142,1324,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.","[{'term': 'Screen', 'polarity': 'positive'}, {'term': 'HDMI', 'polarity': 'neutral'}]"
143,1325,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"[{'term': 'graphics', 'polarity': 'negative'}, {'term': 'wireless switch', 'polarity': 'negative'}]"
144,1326,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,"[{'term': 'build quality', 'polarity': 'positive'}]"
145,1327,I guess he was the technical person.,"[{'term': 'technical person', 'polarity': 'neutral'}]"
146,1328,A seventy dollar mouse!,"[{'term': 'mouse', 'polarity': 'neutral'}]"
147,1329,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","[{'term': 'shipped', 'polarity': 'negative'}]"
148,1330,when i first got it i thought the size of it was a joke.,"[{'term': 'size', 'polarity': 'negative'}]"
149,1331,It is fast and i have not had a problem with internet connection or any other problems.,"[{'term': 'internet connection', 'polarity': 'positive'}]"
150,1332,I'm really impressed with the quality and performance for the price of the computer.,"[{'term': 'quality', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
151,1333,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.","[{'term': 'recovery DVDs', 'polarity': 'neutral'}, {'term': 'driver/application DVD', 'polarity': 'neutral'}]"
152,1334,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.","[{'term': 'photo detection software', 'polarity': 'positive'}]"
153,1335,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,"[{'term': 'speakers', 'polarity': 'negative'}]"
154,1336,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).","[{'term': 'price', 'polarity': 'negative'}]"
155,1337,"It is so simple to use, I use it more than my desktop.","[{'term': 'use', 'polarity': 'positive'}]"
