,Unnamed: 0,raw_text,aspectTerms
156,1338,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,"[{'term': 'touchpad', 'polarity': 'negative'}, {'term': 'screen', 'polarity': 'neutral'}, {'term': 'mouse pointer', 'polarity': 'negative'}]"
157,1339,I have had no problems with it unlike some hardware defects on past models.,"[{'term': 'hardware', 'polarity': 'negative'}]"
158,1340,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.","[{'term': 'KEYBOARD', 'polarity': 'negative'}]"
159,1341,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.","[{'term': 'Windows', 'polarity': 'negative'}]"
160,1342,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.","[{'term': 'cost', 'polarity': 'negative'}]"
161,1343,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.","[{'term': 'quality', 'polarity': 'positive'}, {'term': 'engineering design', 'polarity': 'positive'}, {'term': 'warranty', 'polarity': 'positive'}]"
162,1344,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.","[{'term': 'applications', 'polarity': 'positive'}]"
163,1345,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,"[{'term': 'screen', 'polarity': 'positive'}]"
164,1346,"Great laptop for school, easy to use for beginners in the household.","[{'term': 'use', 'polarity': 'positive'}]"
165,1347,"4) Laptop still did not work, blue screen within a week...","[{'term': 'work', 'polarity': 'negative'}]"
166,1348,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.","[{'term': 'speakers', 'polarity': 'negative'}]"
167,1349,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.","[{'term': 'hinges', 'polarity': 'negative'}]"
168,1350,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,"[{'term': 'programs', 'polarity': 'positive'}]"
169,1351,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,"[{'term': 'work', 'polarity': 'negative'}]"
170,1352,If this is an improvement in Customer Service then I would hate too see what it was before!,"[{'term': 'Customer Service', 'polarity': 'negative'}]"
171,1353,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.","[{'term': 'programs', 'polarity': 'positive'}, {'term': 'Keynote', 'polarity': 'neutral'}, {'term': 'Pages', 'polarity': 'neutral'}, {'term': 'Numbers', 'polarity': 'neutral'}]"
172,1354,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","[{'term': 'expense', 'polarity': 'negative'}, {'term': 'run', 'polarity': 'positive'}]"
173,1355,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.","[{'term': 'components', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
174,1356,"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.","[{'term': 'cd drive', 'polarity': 'negative'}]"
175,1357,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,"[{'term': 'price', 'polarity': 'positive'}]"
176,1358,"Unfortunately, Apple's quality has continued to slide.","[{'term': 'quality', 'polarity': 'negative'}]"
177,1359,I believe that the quality of a mac is worth the price.,"[{'term': 'quality', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
178,1360,sometimes you will be moving your finger and the pointer will not even move.,"[{'term': 'pointer', 'polarity': 'negative'}]"
179,1361,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.","[{'term': 'life span', 'polarity': 'negative'}]"
180,1362,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","[{'term': 'design', 'polarity': 'positive'}, {'term': 'looks', 'polarity': 'positive'}, {'term': 'feel', 'polarity': 'positive'}, {'term': 'my toshiba feature', 'polarity': 'positive'}]"
181,1363,The layout of the MacBook is horrible and confusing;,"[{'term': 'layout', 'polarity': 'negative'}]"
182,1364,Was not happy with one of the programs on it.,"[{'term': 'one of the programs', 'polarity': 'negative'}]"
183,1365,"Also it is very good for college students who just need a reliable, easy to use computer.","[{'term': 'use', 'polarity': 'positive'}]"
184,1366,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,"[{'term': 'Touchpad', 'polarity': 'negative'}, {'term': 'USB', 'polarity': 'negative'}, {'term': 'Touchpad', 'polarity': 'negative'}]"
185,1367,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.","[{'term': 'iwork', 'polarity': 'positive'}, {'term': 'office', 'polarity': 'negative'}, {'term': 'word processor', 'polarity': 'negative'}, {'term': 'windows', 'polarity': 'neutral'}, {'term': 'document creation', 'polarity': 'neutral'}]"
186,1368,It is light and the battery last a very long time.,"[{'term': 'battery', 'polarity': 'positive'}]"
187,1369,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).","[{'term': 'memory', 'polarity': 'neutral'}, {'term': 'memory stick', 'polarity': 'negative'}, {'term': 'memory stick', 'polarity': 'neutral'}]"
188,1370,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","[{'term': 'keys', 'polarity': 'negative'}, {'term': 'keyboard', 'polarity': 'negative'}, {'term': 'button below the mouse pad', 'polarity': 'negative'}, {'term': 'screen', 'polarity': 'negative'}, {'term': 'paint', 'polarity': 'negative'}]"
189,1371,The next time I had an issue my lightscribe wouldn't work.,"[{'term': 'lightscribe', 'polarity': 'negative'}]"
190,1372,"The touchpad is extremely sensitive, which is the only drawback.","[{'term': 'touchpad', 'polarity': 'negative'}]"
191,1373,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,"[{'term': 'applications', 'polarity': 'positive'}, {'term': 'iphoto', 'polarity': 'positive'}, {'term': 'photo application', 'polarity': 'positive'}]"
192,1374,"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.","[{'term': 'Word', 'polarity': 'negative'}]"
193,1375,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","[{'term': '17 ince screen', 'polarity': 'neutral'}, {'term': 'screen', 'polarity': 'positive'}]"
194,1376,Summary: They played games with me for the warranty period.,"[{'term': 'warranty period', 'polarity': 'negative'}]"
195,1377,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","[{'term': 'HD', 'polarity': 'negative'}, {'term': 'drivers', 'polarity': 'negative'}, {'term': 'Windows update', 'polarity': 'neutral'}]"
196,1378,I can have both OSX and Windows XP running at the same time!,"[{'term': 'OSX', 'polarity': 'positive'}, {'term': 'Windows XP', 'polarity': 'positive'}]"
197,1379,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor","[{'term': 'Features', 'polarity': 'neutral'}, {'term': 'Performance', 'polarity': 'negative'}, {'term': 'Battery Life', 'polarity': 'positive'}, {'term': 'Price', 'polarity': 'negative'}, {'term': 'Value', 'polarity': 'negative'}]"
198,1380,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,"[{'term': 'windows', 'polarity': 'negative'}]"
199,1381,The graphics are stunning.,"[{'term': 'graphics', 'polarity': 'positive'}]"
200,1382,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.","[{'term': 'system', 'polarity': 'positive'}]"
201,1383,after much effort and 10 days ASUS replaced itThe WiFi is very weak.,"[{'term': 'WiFi', 'polarity': 'negative'}]"
202,1384,You can call HP and they want you to buy more software to fix it.,"[{'term': 'software', 'polarity': 'neutral'}]"
203,1385,It is easy to navigate and update programs.,"[{'term': 'update programs', 'polarity': 'neutral'}, {'term': 'navigate', 'polarity': 'positive'}]"
204,1386,", Applications respond immediately (not like the tired MS applications).","[{'term': 'Applications', 'polarity': 'positive'}, {'term': 'MS applications', 'polarity': 'negative'}]"
205,1387,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.","[{'term': 'Customer Service', 'polarity': 'positive'}]"
206,1388,"The only drawback for me is how dirty the screen gets, and rather quickly too.","[{'term': 'screen', 'polarity': 'negative'}]"
207,1389,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","[{'term': 'carry', 'polarity': 'positive'}, {'term': 'weight', 'polarity': 'positive'}]"
208,1390,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.","[{'term': 'applications', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'Internet tabs', 'polarity': 'positive'}]"
209,1391,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,"[{'term': 'noises', 'polarity': 'negative'}, {'term': 'bottom of the computer', 'polarity': 'negative'}]"
210,1392,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,"[{'term': 'repair technician', 'polarity': 'positive'}]"
211,1393,defective software.,"[{'term': 'software', 'polarity': 'negative'}]"
212,1394,This computer was so challenging to carry and handle.,"[{'term': 'carry', 'polarity': 'negative'}, {'term': 'handle', 'polarity': 'negative'}]"
213,1395,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"[{'term': 'Cords', 'polarity': 'negative'}, {'term': 'power', 'polarity': 'negative'}, {'term': 'headphones', 'polarity': 'negative'}, {'term': 'mic', 'polarity': 'negative'}, {'term': 'network connection', 'polarity': 'negative'}, {'term': 'setup', 'polarity': 'negative'}, {'term': 'cords', 'polarity': 'negative'}, {'term': 'cords', 'polarity': 'negative'}]"
214,1396,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"[{'term': 'power supply', 'polarity': 'negative'}]"
215,1397,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,"[{'term': 'Core2 Quad', 'polarity': 'neutral'}]"
216,1398,It is good to know that I can mobilize without having to worry about the battery life.,"[{'term': 'battery life', 'polarity': 'positive'}]"
217,1399,"The screen is nice, side view angles are pretty good.","[{'term': 'screen', 'polarity': 'positive'}]"
218,1400,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}]"
219,1401,3 weeks went by and the computer keeps crashing and will not open any applications.,"[{'term': 'applications', 'polarity': 'neutral'}]"
220,1402,Not to mention sometimes the whole charger unit will decide not to work entirely.,"[{'term': 'charger unit', 'polarity': 'negative'}]"
221,1403,"Looks nice, but has a horribly cheap feel.","[{'term': 'feel', 'polarity': 'negative'}, {'term': 'Looks', 'polarity': 'positive'}]"
222,1404,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.","[{'term': 'signals', 'polarity': 'positive'}, {'term': 'signal', 'polarity': 'negative'}]"
223,1405,"The feel of this is better than the Toshiba, too.","[{'term': 'feel', 'polarity': 'positive'}]"
224,1406,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,"[{'term': 'quality', 'polarity': 'positive'}]"
225,1407,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","[{'term': 'memory', 'polarity': 'neutral'}, {'term': 'Windows 7 Starter', 'polarity': 'neutral'}, {'term': 'Win 7 Home', 'polarity': 'neutral'}, {'term': 'runs', 'polarity': 'positive'}]"
226,1408,"I am not sure if it was the drive itself, however;","[{'term': 'drive', 'polarity': 'neutral'}]"
227,1409,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.","[{'term': 'edges', 'polarity': 'negative'}, {'term': 'incase shells', 'polarity': 'positive'}]"
228,1410,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","[{'term': 'keyboard', 'polarity': 'positive'}, {'term': 'weight', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
229,1411,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!","[{'term': 'shipping', 'polarity': 'negative'}, {'term': 'repair center', 'polarity': 'neutral'}]"
230,1412,I should have checked this before I installed my applications.,"[{'term': 'applications', 'polarity': 'neutral'}]"
231,1413,The battery is really long.,"[{'term': 'battery', 'polarity': 'positive'}]"
232,1414,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.","[{'term': 'DVD burner', 'polarity': 'negative'}, {'term': 'power supply', 'polarity': 'negative'}]"
233,1415,Had some trouble finding a case that it would fit in.,"[{'term': 'case', 'polarity': 'negative'}]"
234,1416,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,"[{'term': 'keyboard', 'polarity': 'negative'}, {'term': 'keyboard functions', 'polarity': 'negative'}]"
235,1417,Comes with iMovie;,"[{'term': 'iMovie', 'polarity': 'positive'}]"
236,1418,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,"[{'term': 'SERVICE FACILITY', 'polarity': 'negative'}]"
237,1419,When I called Sony the Customer Service was Great.,"[{'term': 'Customer Service', 'polarity': 'positive'}]"
238,1420,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,"[{'term': 'warranty', 'polarity': 'negative'}]"
239,1421,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.","[{'term': 'programs', 'polarity': 'neutral'}, {'term': 'system', 'polarity': 'positive'}, {'term': 'using the internet', 'polarity': 'neutral'}]"
240,1422,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.","[{'term': 'buttons', 'polarity': 'negative'}]"
241,1423,Not even safe mode boots.,"[{'term': 'safe mode', 'polarity': 'negative'}]"
242,1424,"This is an over-sized, 18-inch laptop.","[{'term': '18-inch', 'polarity': 'negative'}]"
243,1425,I had to pay $100 for a universal charger for this cheap $300 laptop.,"[{'term': 'universal charger', 'polarity': 'negative'}]"
244,1426,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,"[{'term': 'powerpoint', 'polarity': 'positive'}]"
245,1427,1.You can not change your desktop background (window's 7 starter does NOT support that function).,"[{'term': 'desktop background', 'polarity': 'negative'}, {'term': ""window's 7 starter"", 'polarity': 'negative'}, {'term': 'function', 'polarity': 'negative'}]"
246,1428,"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.","[{'term': 'IT support technicians', 'polarity': 'negative'}]"
247,1429,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).","[{'term': 'customer service center', 'polarity': 'negative'}]"
248,1430,The screen gets smeary and dusty very quickly and it's very noticeable.,"[{'term': 'screen', 'polarity': 'negative'}]"
249,1431,Strengths:Well-shaped Weaknesses:A bad videocard!,"[{'term': 'videocard', 'polarity': 'negative'}, {'term': 'shaped', 'polarity': 'positive'}]"
250,1432,You can't even get a satellite card which is why I bought to begin with.,"[{'term': 'satellite card', 'polarity': 'negative'}]"
251,1433,"The battery life, before the battery completely died of course, left much to be desired.","[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'battery', 'polarity': 'negative'}]"
252,1434,"It is a REAL touchpad, not the toy I saw in other brands.","[{'term': 'touchpad', 'polarity': 'positive'}]"
253,1435,"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.","[{'term': 'depot', 'polarity': 'neutral'}]"
254,1436,Price and purpose is awesome!,"[{'term': 'Price', 'polarity': 'positive'}]"
255,1437,Wonderful zooming.,"[{'term': 'zooming', 'polarity': 'positive'}]"
256,1438,"The screen is huge and coloful, but no LED backlighting.","[{'term': 'screen', 'polarity': 'positive'}]"
257,1439,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","[{'term': 'sized', 'polarity': 'neutral'}]"
258,1440,Everything about this computer is easy to use.,"[{'term': 'use', 'polarity': 'positive'}]"
259,1441,"  Worse, for the price I could get a *netbook* that outperforms this machine.","[{'term': 'price', 'polarity': 'negative'}]"
260,1442,It had most of the features and all of the power that I wanted to replace my desktop machine.,"[{'term': 'features', 'polarity': 'positive'}, {'term': 'power', 'polarity': 'positive'}]"
261,1443,Keyboard was also very nice and had a solid feel.,"[{'term': 'Keyboard', 'polarity': 'positive'}]"
262,1444,It did not have all the features I expected it to have.,"[{'term': 'features', 'polarity': 'negative'}]"
263,1445,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).","[{'term': 'call center', 'polarity': 'negative'}]"
264,1446,There is a backlit keyboard which is perfect for typing in the dark.,"[{'term': 'backlit keyboard', 'polarity': 'positive'}]"
265,1447,It has a lot of memory and a great battery life.,"[{'term': 'memory', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]"
266,1448,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!","[{'term': 'service rep', 'polarity': 'neutral'}, {'term': 'power adapter', 'polarity': 'negative'}]"
267,1449,"I love this program, it is superior to windows movie maker.","[{'term': 'program', 'polarity': 'positive'}, {'term': 'windows movie maker', 'polarity': 'negative'}]"
268,1450,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,"[{'term': 'hard drive', 'polarity': 'negative'}, {'term': 'antivirus software', 'polarity': 'negative'}]"
269,1451,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.","[{'term': 'design', 'polarity': 'positive'}, {'term': 'beauty', 'polarity': 'positive'}]"
270,1452,"The price is great for this model, I only plan on using it for media in the entertainment room.","[{'term': 'price', 'polarity': 'positive'}]"
271,1453,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,"[{'term': 'Garmin GPS software', 'polarity': 'negative'}, {'term': 'Microsoft Office 2003', 'polarity': 'negative'}]"
272,1454,I've also had to have the keyboard replaced at my expense.,"[{'term': 'keyboard', 'polarity': 'negative'}]"
273,1455,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.","[{'term': 'staff', 'polarity': 'negative'}, {'term': 'fan noise', 'polarity': 'negative'}]"
274,1456,Was very much worth the price i paid.,"[{'term': 'price', 'polarity': 'positive'}]"
275,1457,Even out of warranty!,"[{'term': 'warranty', 'polarity': 'neutral'}]"
276,1458,This is a great little computer for the price.,"[{'term': 'price', 'polarity': 'positive'}]"
277,1459,"Crisp screen, great battery life, and plenty of storage.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}, {'term': 'storage', 'polarity': 'positive'}]"
278,1460,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.","[{'term': 'apple associates', 'polarity': 'positive'}]"
279,1461,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","[{'term': 'screen', 'polarity': 'negative'}]"
280,1462,The Toshiba Satellite has been more than I expected for the price.,"[{'term': 'price', 'polarity': 'positive'}]"
281,1463,"I had to adjust my mousepad sensitivity, because it is very sensitive.","[{'term': 'mousepad sensitivity', 'polarity': 'negative'}]"
282,1464,"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.","[{'term': 'iWork', 'polarity': 'negative'}, {'term': 'MS Office', 'polarity': 'negative'}, {'term': 'MS Office', 'polarity': 'negative'}]"
283,1465,Keyboard is plastic and spongey feeling.,"[{'term': 'Keyboard', 'polarity': 'negative'}]"
284,1466,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","[{'term': 'mac osx', 'polarity': 'positive'}, {'term': 'operating system', 'polarity': 'positive'}]"
285,1467,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,"[{'term': 'keyboard', 'polarity': 'positive'}]"
286,1468,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,"[{'term': 'hinge', 'polarity': 'negative'}, {'term': 'motherboard', 'polarity': 'neutral'}]"
287,1469,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,"[{'term': 'surfing the web', 'polarity': 'positive'}]"
288,1470,"I love my Apple, it is quick and easy to use.","[{'term': 'use', 'polarity': 'positive'}]"
289,1471,With notes saying they replaced the hard drive.,"[{'term': 'hard drive', 'polarity': 'neutral'}]"
290,1472,"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2","[{'term': 'use', 'polarity': 'positive'}]"
291,1473,"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.","[{'term': 'HDD bay', 'polarity': 'negative'}]"
292,1474,No tutorials on the display.,"[{'term': 'tutorials', 'polarity': 'negative'}]"
293,1475,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.","[{'term': 'leather carrying case', 'polarity': 'neutral'}, {'term': 'keyboard', 'polarity': 'neutral'}, {'term': 'mouse', 'polarity': 'neutral'}]"
294,1476,The touch pad is among the best.,"[{'term': 'touch pad', 'polarity': 'positive'}]"
295,1477,"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.","[{'term': 'screen', 'polarity': 'negative'}]"
296,1478,It's now all commodity hardware.,"[{'term': 'commodity hardware', 'polarity': 'neutral'}]"
297,1479,"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.","[{'term': 'Paralles', 'polarity': 'neutral'}, {'term': 'Windows XP Professional', 'polarity': 'neutral'}, {'term': 'Windows 7 Home Premium', 'polarity': 'neutral'}, {'term': 'Windows Server Enterprise 2003', 'polarity': 'neutral'}, {'term': 'Windows Server 2008 Enterprise', 'polarity': 'neutral'}]"
298,1480,"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.","[{'term': 'repair', 'polarity': 'conflict'}, {'term': 'repair', 'polarity': 'positive'}]"
299,1481,I would like to use a different operating system altogether.,"[{'term': 'operating system', 'polarity': 'neutral'}]"
